"name","index","index2","value","fix","type"
"KOUT",1,1,0.125,FALSE,"var"
"CL",2,2,0.0474,FALSE,"var"
"V",3,3,0.0836,FALSE,"var"
"Q",4,4,0.0225,TRUE,"var"
"V2",5,5,0.0225,TRUE,"var"
"SAP10",6,6,0.0625,FALSE,"var"
"KON",7,7,0.0225,TRUE,"var"
"KINT",8,8,0.0225,TRUE,"var"
"Q4",9,9,1.11,FALSE,"var"
"V4",10,10,2.05,FALSE,"var"
"KSC",11,11,0.0225,TRUE,"var"
