"name","index","value","fix"
"DUR",1,1e-05,TRUE
"VC",2,0.8,FALSE
"VP",3,3,FALSE
"Q",4,0.1,FALSE
"CL",5,0.008,FALSE
"RBSL",6,200,FALSE
"KSYN",7,30,FALSE
"KON",8,0.05,FALSE
"KINT",9,0.2,FALSE
"PROP_RUV",10,0.1,FALSE
